"﻿Generated by WizTree 4.15 10/18/2023 12:50:48 PM (You can hide this message by making a donation)"
"File Name","Size","Allocated","Modified","Attributes","Files","Folders"
"C:\Users\l\Documents\Clean Desktop\Starfield.Digital.Premium.Edition-InsaneRamZes\Data\textures\effects\LUTs\lgt_lut_space_curve.dds","16532","20480","2023/09/01 20:41:30","8224","0","0"
"C:\Users\l\Documents\Clean Desktop\Starfield.Digital.Premium.Edition-InsaneRamZes\Data\textures\effects\LUTs\lgt_lut_shipkiteditor_v01.dds","16532","20480","2023/09/01 20:41:30","8224","0","0"
"C:\Users\l\Documents\Clean Desktop\Starfield.Digital.Premium.Edition-InsaneRamZes\Data\textures\effects\LUTs\lgt_lut_shipbuilder_shipinfohangar_v01.dds","16532","20480","2023/09/01 20:41:30","8224","0","0"
"C:\Users\l\Documents\Clean Desktop\Starfield.Digital.Premium.Edition-InsaneRamZes\Data\textures\effects\LUTs\lgt_lut_raw_nolut.dds","16532","20480","2023/09/01 20:41:30","8224","0","0"
"C:\Users\l\Documents\Clean Desktop\Starfield.Digital.Premium.Edition-InsaneRamZes\Data\textures\effects\LUTs\lgt_lut_int_vigilance_v01.dds","16532","20480","2023/09/01 20:41:30","8224","0","0"
"C:\Users\l\Documents\Clean Desktop\Starfield.Digital.Premium.Edition-InsaneRamZes\Data\textures\effects\LUTs\lgt_lut_int_vigilance_curve_.dds","16532","20480","2023/09/01 20:41:30","8224","0","0"
"C:\Users\l\Documents\Clean Desktop\Starfield.Digital.Premium.Edition-InsaneRamZes\Data\textures\effects\LUTs\lgt_lut_int_vigilance_curve.dds","16532","20480","2023/09/01 20:41:30","8224","0","0"
"C:\Users\l\Documents\Clean Desktop\Starfield.Digital.Premium.Edition-InsaneRamZes\Data\textures\effects\LUTs\lgt_lut_int_vecteraoutpost_v02.dds","16532","20480","2023/09/01 20:41:30","8224","0","0"
"C:\Users\l\Documents\Clean Desktop\Starfield.Digital.Premium.Edition-InsaneRamZes\Data\textures\effects\LUTs\lgt_lut_int_vecteraoutpost_v01.dds","16532","20480","2023/09/01 20:41:30","8224","0","0"
"C:\Users\l\Documents\Clean Desktop\Starfield.Digital.Premium.Edition-InsaneRamZes\Data\textures\effects\LUTs\lgt_lut_int_vecteraoutpost_curve.dds","16532","20480","2023/09/01 20:41:30","8224","0","0"
"C:\Users\l\Documents\Clean Desktop\Starfield.Digital.Premium.Edition-InsaneRamZes\Data\textures\effects\LUTs\lgt_lut_int_vecteramine_v01.dds","16532","20480","2023/09/01 20:41:30","8224","0","0"
